date,description,moneyIn,moneyOut,tx
2017-03-08 23:52:354,PAYMENT RECEIVED,0.01192498,0,wlvyupam7u8j01kph9a89ud74id01s1ip0hp46e8i853eje7kre
2017-03-20 04:31:28,PAYMENT RECEIVED,0.01192498,0,c80787a0372165adf4202d3c6dbecd12dd13b6628f0e1e5c85376e9a01cb75e8
2017-03-20 04:31:28,PAYMENT RECEIVED,0.01192498,0,c80787a0372165adf4202d3c6dbecd12dd13b6628f0e1e5c85376e9a01cb75e8
2017-02-01 06:13:25,PAYMENT RECEIVED,0.01143598,0,cb36fe11662a2d467ccf502649839bd418909607c6dafb401d42c77d0e356070
2017-02-01 06:13:26,PAYMENT RECEIVED,0.01143598,0,cb36fe11662a2d467ccf502649839bd418909607c6dafb401d42c77d0e356070
2017-03-08 23:52:355,PAYMENT RECEIVED,0.01143598,0,8psf3u2yls3m4gjwfngmmuf8npvltmevpsp1ld4423bvsxd458q
2017-03-08 23:52:356,PAYMENT RECEIVED,0.01143598,0,grwuja6japct8l8okg4af1usvome435wtoi8116sza31ozvgqw2
2017-02-01 17:10:22,PAYMENT RECEIVED,0.009652,0,c0f1a95fa6d50ce47d6bdf8414ca77276473c635f7ac7e6c67bfdf178339d4d9
2017-02-01 17:10:22,PAYMENT RECEIVED,0.009652,0,c0f1a95fa6d50ce47d6bdf8414ca77276473c635f7ac7e6c67bfdf178339d4d9
2017-03-08 23:52:357,PAYMENT RECEIVED,0.009652,0,amzhffhvg5zteal8gnwugts9iwbdb7l25i85p7bgx2rzerioyst
2017-03-08 23:52:358,PAYMENT RECEIVED,0.009652,0,yan4kkhmr1cjem24ixua3s0b93tgloossz8tuy1w4ocixxiz1u5
2017-03-02 00:22:44,PAYMENT RECEIVED,0.009178,0,cfd9a0b9a8d654d06337d80ec708297a3625628257a9c1d85508714fea96ba25
2017-03-02 00:22:44,PAYMENT RECEIVED,0.009178,0,cfd9a0b9a8d654d06337d80ec708297a3625628257a9c1d85508714fea96ba25
2017-03-08 23:52:253,PAYMENT RECEIVED,0.009178,0,3883rxv1czg541lb5scnr0a33p3cu7npeqxu7t3l8n6oqw45ofd
2017-03-08 23:52:254,PAYMENT RECEIVED,0.009178,0,sxr11gvrl9z2igx755mvkjbgflwd5q20450ipu1sbpgre1oeu85
2017-03-08 23:52:359,PAYMENT RECEIVED,0.009178,0,kecv8qyilka3qpp81x8z71bdzym6pmcwtg733s5nodofqo81tu3
2017-03-08 23:52:360,PAYMENT RECEIVED,0.009178,0,gl9ds4mwcdayv5dnbnntiw9c8k61ykt49h7wc27tcnoq9csgq7y
2017-02-01 06:13:19,PAYMENT RECEIVED,0.007381,0,2e2ad452c022a00218ca4f65c372212e621100e391931300f4e9a70391d4e4eb
2017-02-01 06:13:20,PAYMENT RECEIVED,0.007381,0,2e2ad452c022a00218ca4f65c372212e621100e391931300f4e9a70391d4e4eb
2017-03-08 23:52:361,PAYMENT RECEIVED,0.007381,0,bf53tpc4ky4uk8hq5gvrd2wljzrwmphtm088bf56nw17vgnhyio
2017-02-01 06:13:21,PAYMENT RECEIVED,0.006725,0,9fa242241ec1ae0e2a1d0d1c0a3c9cf3f9e581310617a16876b7375d5faa9bcc
2017-02-01 06:13:22,PAYMENT RECEIVED,0.006725,0,9fa242241ec1ae0e2a1d0d1c0a3c9cf3f9e581310617a16876b7375d5faa9bcc
2017-03-08 23:52:362,PAYMENT RECEIVED,0.006725,0,403uwdvii3e890icenrazbfu1ruo4y40qq8gzhp5aaag7vzbux6
2017-03-08 23:52:363,PAYMENT RECEIVED,0.006725,0,xn8lophy9akljxmcrzdui30otjehy456a8eahw89hxacsgdw2fx
2017-02-16 23:26:06,PAYMENT RECEIVED,0.006411,0,48c6fbd0010cafe4c5d6a0484551b0bd50737597a7c0bc6d300168e32549c792
2017-02-16 23:26:06,PAYMENT RECEIVED,0.006411,0,48c6fbd0010cafe4c5d6a0484551b0bd50737597a7c0bc6d300168e32549c792
2017-02-16 23:26:06,PAYMENT RECEIVED,0.006411,0,48c6fbd0010cafe4c5d6a0484551b0bd50737597a7c0bc6d300168e32549c792
2017-02-16 23:26:06,PAYMENT RECEIVED,0.006411,0,48c6fbd0010cafe4c5d6a0484551b0bd50737597a7c0bc6d300168e32549c792
2017-03-08 23:52:57,PAYMENT RECEIVED,0.006411,0,14g21p2r56pppkjuiwnt0woq5wslo5srcpfhimaffvgersp2r8o
2017-03-08 23:52:58,PAYMENT RECEIVED,0.006411,0,z618w9h18ymicmky666h2wagj6pqzcsay3xeio8qdvnbud9lq1n
2017-03-08 23:52:59,PAYMENT RECEIVED,0.006411,0,4dwifu5p95igqykpp3sok6ov6ni2a76kxujk1bympxdpznwt165
2017-03-08 23:52:60,PAYMENT RECEIVED,0.006411,0,ocoez0ij1xx8ixsgjkba8paq4stnbhcaaxcenfa1r00qp5qvupi
2017-03-08 23:52:364,PAYMENT RECEIVED,0.006411,0,7nne3ucx5gb3gex6p6dkaongfhasbk0rq8ss0s2zjyb16d603bq
2017-03-08 23:52:365,PAYMENT RECEIVED,0.006411,0,9lus18pkz54ic8r9580epxyz7dnbnz9bvf1l4dcclvhrtyzngqa
2017-03-08 23:52:366,PAYMENT RECEIVED,0.006411,0,zocu3y83agjn0j562s9h6g9uaff7m1q7ljadyftt4ws9mtuc44p
2017-03-08 23:52:367,PAYMENT RECEIVED,0.006411,0,kicpb7pm7xiieyfm4grt2j0svvva3eu9s6ujwbphe8qvr643yw9
2017-03-16 23:26:06,PAYMENT RECEIVED,0.006411,0,48c6fbd0010cafe4c5d6a0484551b0bd50737597a7c0bc6d300168e32549c792
2017-03-16 23:26:06,PAYMENT RECEIVED,0.006411,0,48c6fbd0010cafe4c5d6a0484551b0bd50737597a7c0bc6d300168e32549c792
2017-03-16 23:26:06,PAYMENT RECEIVED,0.006411,0,48c6fbd0010cafe4c5d6a0484551b0bd50737597a7c0bc6d300168e32549c792
2017-03-16 23:26:06,PAYMENT RECEIVED,0.006411,0,48c6fbd0010cafe4c5d6a0484551b0bd50737597a7c0bc6d300168e32549c792
2017-02-03 20:50:34,PAYMENT RECEIVED,0.006208,0,a97fbfe54270bf706300962f8903700a266873d963dc457aad498fee7daf4244
2017-02-03 20:50:34,PAYMENT RECEIVED,0.006208,0,a97fbfe54270bf706300962f8903700a266873d963dc457aad498fee7daf4244
2017-03-08 23:52:368,PAYMENT RECEIVED,0.006208,0,86b9tdxic0k1wcxwz6xafmwh25kfjpsurfmukh8rbfl4zoyh3ug
2017-03-08 23:52:369,PAYMENT RECEIVED,0.006208,0,z4um12xonzkxxra4f5ycgzx1u8pomh23ttlpem8uhtx9z3twj0b
2017-03-08 19:56:57,PAYMENT RECEIVED,0.005625,0,a45a07050e01fbd0fbead9e4c76afa192a2d88a9528ebc31ee0f6b267491e2e3
2017-03-08 19:56:57,PAYMENT RECEIVED,0.005625,0,a45a07050e01fbd0fbead9e4c76afa192a2d88a9528ebc31ee0f6b267491e2e3
2017-03-07 19:57:36,PAYMENT RECEIVED,0.00531524,0,740ee501f01e4a427f75f94f2ecfedaff6edb7631e164f425a68d97482017e22
2017-03-07 19:57:36,PAYMENT RECEIVED,0.00531524,0,740ee501f01e4a427f75f94f2ecfedaff6edb7631e164f425a68d97482017e22
2017-03-04 19:58:05,PAYMENT RECEIVED,0.00529,0,efd23c6c13cf5e33a4776b66d2984c6a3b06148091d51ee348b454231bbbe55c
2017-03-08 23:52:311,PAYMENT RECEIVED,0.00529,0,1x3ku5527yta8ywrexx9ete5866h0rp07p7mvaahkk69rcmds9v
2017-03-08 23:52:312,PAYMENT RECEIVED,0.00529,0,qd628aa5x58quz8nk1mbfu5q4tm0ktiquha2xpq6ewf0sm7w8rv
2017-03-03 19:57:31,PAYMENT RECEIVED,0.00528349,0,1c33b09c57d5bc81df8369f727b757e511d3cea5be745379e91d79e800d763f8
2017-03-03 19:57:31,PAYMENT RECEIVED,0.00528349,0,1c33b09c57d5bc81df8369f727b757e511d3cea5be745379e91d79e800d763f8
2017-03-08 23:52:281,PAYMENT RECEIVED,0.00528349,0,rt9547jf2gjkshsylfxvstpdww8bbnmr88hf4ojxujsg25x09yl
2017-03-08 23:52:282,PAYMENT RECEIVED,0.00528349,0,lvt472izdemwmg05n9aj19q6twvt0qmupzpq2oeiz8h3xdmoqas
2017-03-08 23:52:370,PAYMENT RECEIVED,0.00528349,0,4u9ksgykz5mqt3i2d9ol0szxz6mthvdf6630wv2a22kc370a1x8
2017-03-08 23:52:371,PAYMENT RECEIVED,0.00528349,0,enxll1539lu4thtdh2jgoom8xhn0jpebpnf6rjw6xbxps87yqjo
2017-03-05 19:58:08,PAYMENT RECEIVED,0.00525879,0,6e68e4e76cd844bdbbed9d599757e134d3736899354fd1d33223fac130b3145e
2017-03-05 19:58:08,PAYMENT RECEIVED,0.00525879,0,6e68e4e76cd844bdbbed9d599757e134d3736899354fd1d33223fac130b3145e
2017-03-08 23:52:325,PAYMENT RECEIVED,0.00525879,0,hmvkdswjl1luvzk93yfz2uhfv4yd14mclvv4vrc7tan214h7gue
2017-03-08 23:52:326,PAYMENT RECEIVED,0.00525879,0,to7o2ad3j31dx9dsi0ut2t941gvq19el3650liwzukeqfp3f7f1
2017-03-02 19:57:24,PAYMENT RECEIVED,0.00525643,0,05649cffc2f3f2b40b0dd556ce74805f7385a60d5b11b6193e078b949d010d0d
2017-03-02 19:57:24,PAYMENT RECEIVED,0.00525643,0,05649cffc2f3f2b40b0dd556ce74805f7385a60d5b11b6193e078b949d010d0d
2017-03-08 23:52:265,PAYMENT RECEIVED,0.00525643,0,jsbv2nfhw6xcfdj25dxim8rxrv24xed92dnkohafy58necnab4x
2017-03-08 23:52:266,PAYMENT RECEIVED,0.00525643,0,rzrwzawoay1rs6aalpji0tqyjlerimbsms98jx75hhnmr9imiml
2017-03-08 23:52:372,PAYMENT RECEIVED,0.00525643,0,jclq7sj7zeujpt1g5s4n1vymf3f1jje0g07m4osoychkg7ouqhl
2017-03-08 23:52:373,PAYMENT RECEIVED,0.00525643,0,zcgd2c5jbitfndcr2pb9syf28q3ml0vg0yu0tnhljvle3m77bft
2017-03-06 19:58:44,PAYMENT RECEIVED,0.00520923,0,2a82ebb9042682e76763c32fb0a5f21b08206d1560f9c6044c1bf34c05ef2098
2017-03-06 19:58:44,PAYMENT RECEIVED,0.00520923,0,2a82ebb9042682e76763c32fb0a5f21b08206d1560f9c6044c1bf34c05ef2098
2017-03-07 21:04:35,PAYMENT RECEIVED,0.0042,0,35863110441b253656f4cc1b2a4b39a0f899f4dd01fbce49fbab5206d0c9910b
2017-03-07 21:04:35,PAYMENT RECEIVED,0.0042,0,35863110441b253656f4cc1b2a4b39a0f899f4dd01fbce49fbab5206d0c9910b
2017-03-08 08:08:25,PAYMENT RECEIVED,0.00359325,0,2b96c31a2fb22eb06eb570516c918d87026958c3e19f2e04598584ab6c5cb071
2017-03-08 08:08:25,PAYMENT RECEIVED,0.00359325,0,2b96c31a2fb22eb06eb570516c918d87026958c3e19f2e04598584ab6c5cb071
2017-03-06 14:45:08,PAYMENT RECEIVED,0.00331244,0,ee050974134c80e69cd0835d46cac629471c1030a518904595d4ea7d13043182
2017-03-06 14:45:08,PAYMENT RECEIVED,0.00331244,0,ee050974134c80e69cd0835d46cac629471c1030a518904595d4ea7d13043182
2017-03-08 23:52:339,PAYMENT RECEIVED,0.00331244,0,i3599j367mhmftmducsrr4ghpc2na0mc2op7gapnnc1tttx28ew
2017-03-08 23:52:340,PAYMENT RECEIVED,0.00331244,0,8u3m1625vdv07yd2ig0qd1ru48iujp8twm3xkfvgrl55lewkvkj
2017-03-07 09:15:22,PAYMENT RECEIVED,0.00330788,0,ece60720e8e77fb911e03244268fe77d69e3b88f7620074db5fb43a41bcf4b3e
2017-03-07 09:15:22,PAYMENT RECEIVED,0.00330788,0,ece60720e8e77fb911e03244268fe77d69e3b88f7620074db5fb43a41bcf4b3e
2017-03-04 14:54:27,PAYMENT RECEIVED,0.003,0,0e0823a7cc399971f9125b1c35bb6cfb555d554452c34c10fe17f793be69ef5a
2017-03-04 14:54:27,PAYMENT RECEIVED,0.003,0,0e0823a7cc399971f9125b1c35bb6cfb555d554452c34c10fe17f793be69ef5a
2017-03-07 03:31:26,PAYMENT RECEIVED,0.003,0,90df538c448939c80b7b3c4e7516e78e5f75d8e36b74b2833277102e472041eb
2017-03-07 03:31:26,PAYMENT RECEIVED,0.003,0,90df538c448939c80b7b3c4e7516e78e5f75d8e36b74b2833277102e472041eb
2017-03-08 23:52:293,PAYMENT RECEIVED,0.003,0,wm1tc9mo4ye7s49yznoar0t0313oo3oxpchi59isipjzih5iit3
2017-03-08 23:52:294,PAYMENT RECEIVED,0.003,0,oporsbusq9z5y3u6tlgsessq06xpdph2crp7f11oxdk73fi4hb0
2017-02-24 21:36:04,PAYMENT RECEIVED,0.00270512,0,61d0c498e59f84dca4d5085e42de6f76482e6fa3edac96ccea0dd9b626d38326
2017-02-24 21:36:04,PAYMENT RECEIVED,0.00270512,0,61d0c498e59f84dca4d5085e42de6f76482e6fa3edac96ccea0dd9b626d38326
2017-02-25 01:43:47,PAYMENT RECEIVED,0.00270512,0,9cc809e6b7343a097d93f3b5f4829ae13895f386d08ec8ac3e7fefa2182f6c08
2017-02-25 01:43:47,PAYMENT RECEIVED,0.00270512,0,9cc809e6b7343a097d93f3b5f4829ae13895f386d08ec8ac3e7fefa2182f6c08
2017-02-25 09:39:57,PAYMENT RECEIVED,0.00270512,0,208c9e50a39eb2f415d0d8b48a02b9146cfd0192a9dbe604c363d8f8816e297c
2017-02-25 09:39:57,PAYMENT RECEIVED,0.00270512,0,208c9e50a39eb2f415d0d8b48a02b9146cfd0192a9dbe604c363d8f8816e297c
2017-02-25 23:20:00,PAYMENT RECEIVED,0.00270512,0,cf66686665b430e752296b02fb6a2527403121ce03cebd8731142b88865c36b7
2017-02-25 23:20:00,PAYMENT RECEIVED,0.00270512,0,cf66686665b430e752296b02fb6a2527403121ce03cebd8731142b88865c36b7
2017-03-08 23:52:171,PAYMENT RECEIVED,0.00270512,0,va0dwy4hyrwgiwrb61qbaxk3hk85sltcpb8zj2tkrc8o0qkuy66
2017-03-08 23:52:172,PAYMENT RECEIVED,0.00270512,0,ywb87ans8bzz7hsoz8cu9agqu296u7e7t9mb93mx87ylxly8mmr
2017-03-08 23:52:177,PAYMENT RECEIVED,0.00270512,0,d8uj38kg7caio3ecovd874aodj6yze592kkikcp8ibklkdf5jig
2017-03-08 23:52:178,PAYMENT RECEIVED,0.00270512,0,gljpp4cms5uuid42ewv97iei4hloyegmum0ufe69k8kwp6vwvwj
2017-03-08 23:52:183,PAYMENT RECEIVED,0.00270512,0,fwh5qp8kxzwnipp7qzphz00qnxqrg88ygts60dhtmmw16w9cu16
2017-03-08 23:52:184,PAYMENT RECEIVED,0.00270512,0,nwleq7wnn2nttq55859knen2y1p48jqef0ijgy7m7ceqh80ll8c
2017-03-08 23:52:193,PAYMENT RECEIVED,0.00270512,0,12pl4fa8c0lwsv3jdiavtrtppq1a259yhcbsex8vgmd9862zdja
2017-03-08 23:52:194,PAYMENT RECEIVED,0.00270512,0,3je6mmdq934fvn3fnif9obhctyb93xn2dt58ndxweg5shp6rouz
2017-03-08 23:52:374,PAYMENT RECEIVED,0.00270512,0,g9h6z30jq4ak096odvgkdg3dpd94tg55jacnl2alu7ssmc23pi0
2017-03-08 23:52:375,PAYMENT RECEIVED,0.00270512,0,r2g5khokvuxoqeqk77kif9lqtxwie1bub39i4bh68ff1rolkusk
2017-03-08 23:52:376,PAYMENT RECEIVED,0.00270512,0,kaqxdx1ddevwa6jul20tdy6jwpr7ob8rt37g82ejbjl3riyhkba
2017-03-08 23:52:377,PAYMENT RECEIVED,0.00270512,0,7y4maet1thuhyoat80p6rz7m2929wqufug1muc5xeignp20b9br
2017-03-08 23:52:378,PAYMENT RECEIVED,0.00270512,0,0ovo4cd22pwldlbe432k1eixco60vz6n12tteoxt9pomcbes121
2017-03-08 23:52:379,PAYMENT RECEIVED,0.00270512,0,tkuj9hn94cy9pp152lt5d10yizwjll8sribl0155tb1yxqpi2gy
2017-03-08 23:52:380,PAYMENT RECEIVED,0.00270512,0,mt1olp3ej34s60ailjbv5pg7it035fu0by7na8jcl17lve8ut2m
2017-03-24 21:36:04,PAYMENT RECEIVED,0.00270512,0,61d0c498e59f84dca4d5085e42de6f76482e6fa3edac96ccea0dd9b626d38326
2017-03-24 21:36:04,PAYMENT RECEIVED,0.00270512,0,61d0c498e59f84dca4d5085e42de6f76482e6fa3edac96ccea0dd9b626d38326
2017-03-25 01:43:47,PAYMENT RECEIVED,0.00270512,0,9cc809e6b7343a097d93f3b5f4829ae13895f386d08ec8ac3e7fefa2182f6c08
2017-03-25 01:43:47,PAYMENT RECEIVED,0.00270512,0,9cc809e6b7343a097d93f3b5f4829ae13895f386d08ec8ac3e7fefa2182f6c08
2017-03-25 09:39:57,PAYMENT RECEIVED,0.00270512,0,208c9e50a39eb2f415d0d8b48a02b9146cfd0192a9dbe604c363d8f8816e297c
2017-03-25 09:39:57,PAYMENT RECEIVED,0.00270512,0,208c9e50a39eb2f415d0d8b48a02b9146cfd0192a9dbe604c363d8f8816e297c
2017-03-25 23:20:00,PAYMENT RECEIVED,0.00270512,0,cf66686665b430e752296b02fb6a2527403121ce03cebd8731142b88865c36b7
2017-03-25 23:20:00,PAYMENT RECEIVED,0.00270512,0,cf66686665b430e752296b02fb6a2527403121ce03cebd8731142b88865c36b7
2017-02-05 16:07:15,PAYMENT RECEIVED,0.002685,0,92d026a445215287059f8ecd04a72527a36f31cd6504fda0ec6b553623809f3c
2017-02-05 16:07:15,PAYMENT RECEIVED,0.002685,0,92d026a445215287059f8ecd04a72527a36f31cd6504fda0ec6b553623809f3c
2017-03-08 23:52:383,PAYMENT RECEIVED,0.002685,0,biz6r8opptx6g1j2qtvioy4dm90qnbo5rm8br6l8nhq85kdttm0
2017-03-07 06:14:52,PAYMENT RECEIVED,0.0012,0,8105be2c21c9babce3e29442afd6c04d727aa078e122462dbce37a4780a99baf
2017-03-07 06:14:52,PAYMENT RECEIVED,0.0012,0,8105be2c21c9babce3e29442afd6c04d727aa078e122462dbce37a4780a99baf
2017-02-20 05:39:50,PAYMENT RECEIVED,0.00078,0,152e5038a180cfbffe4133505fcad45131540f8a021d9005b56812d96b31d156
2017-02-20 05:39:50,PAYMENT RECEIVED,0.00078,0,152e5038a180cfbffe4133505fcad45131540f8a021d9005b56812d96b31d156
2017-03-08 23:52:105,PAYMENT RECEIVED,0.00078,0,85ldd9krjxzq8uy9ncj76zy8mjwl98746if6y0zk9xthai66fds
2017-03-08 23:52:106,PAYMENT RECEIVED,0.00078,0,boqp2l3m48f5fz7hbgv1rky62k2338dta5y9or35taslggroa6x
2017-03-08 23:52:385,PAYMENT RECEIVED,0.00078,0,8r4aopa0p6peunqkjift44j7hse2dhgnb1c4fomxnr165lxfx5r
2017-03-20 05:39:50,PAYMENT RECEIVED,0.00078,0,152e5038a180cfbffe4133505fcad45131540f8a021d9005b56812d96b31d156
2017-03-20 05:39:50,PAYMENT RECEIVED,0.00078,0,152e5038a180cfbffe4133505fcad45131540f8a021d9005b56812d96b31d156
